,Unnamed: 0,Datetime,Tweet Id,Text,Username
122,122,2019-09-20 16:38:09+00:00,1175086754841296896,Mudah mudahan RUU KUHP dirombak total,Aiviil
123,123,2019-09-20 16:33:55+00:00,1175085691325140992,Wolverine Tabayun ke RI RI RI Polri Perjuangan Bahan buat RUU KUHP nih dan perpu kpk lho,AlwiKe1
124,124,2019-09-20 16:31:28+00:00,1175085073143435264,ogir hatihatidiinternet awas kl cucu nya para perancang ruu kuhp baca nnti bobor wkwkwkk,ayammmoddds
125,125,2019-09-20 16:31:03+00:00,1175084971234476033,KUHP warisan belanda RKUHP lekas disahkan Jangan2 karena peninggalan ngarab makanya ada ingus,Bejowae8
126,126,2019-09-20 16:30:21+00:00,1175084792758423552,KUHP yang lama pasal 545 yaitu ahli nujum pasalnya dulu sudah ada namun sekarang kan hanya diganti kalimatnya aja dr ahli nujum menjadi dukun santet,inididilo
127,127,2019-09-20 16:26:40+00:00,1175083867318800385,pun aneh org gak kenal pujaan nya dibilang menghawatirkan bitch dan selebtwat menghawatirkan itu mbok yg lebih esensial misal gak aware sama RUU KUHP RUU KPK dan RUU PKS sama gak tau klo indo darurat asap gegara karhutla prioritas bung,dimasmango
128,128,2019-09-20 16:25:40+00:00,1175083616977575936,Aborsi dan pengecualian tsb adanya di UU Kesehatan Di RUU KUHP ini pengecualiannya tidak disertakan lagi,delia_a
129,129,2019-09-20 16:24:43+00:00,1175083376736256001,Batalin aja pak RUU KUHP nya,daas_____
130,130,2019-09-20 16:23:36+00:00,1175083096992964608,Oh gara2 anak ini DPR bikin RUU KUHP gelandangan didenda 1juta,prayogomaulanaa
131,131,2019-09-20 16:21:44+00:00,1175082625716764679,RUU KUHP tentang ternak yg makan Di Lahan orang kena denda 10jt Itu tertuang dalam pasal berapa ya,bar05
132,132,2019-09-20 16:21:35+00:00,1175082585887629312,RUU kuhp Wkk,namaulun_
